Wankaner,22.61667,70.93333
Waghai,20.76667,73.48333
Vyara,21.11667,73.4
Visnagar,23.7,72.55
Visavadar,21.38333,70.68333
Virpur,23.18333,73.48333
Vinchia,22.2,71.36667
Vijapur,23.56667,72.75
Veraval,20.9,70.36667
Vejalpur,22.68333,73.56667
Vasa,22.66667,72.73333
Vartej,21.73333,72.06667
Vansada,20.75,73.36667
Valsad,20.63333,72.93333
Vallabh Vidyanagar,22.53333,72.9
Valabhipur,21.88333,71.86667
Vaghodia,22.3,73.38333
Vadodara,22.3,73.2
Vadnagar,23.78333,72.63333
Utran,21.23333,72.86667
Upleta,21.73333,70.28333
Unjha,23.8,72.4
Una,20.81667,71.03333
Un,23.88333,71.76667
Umreth,22.7,73.11667
Umrala,21.83333,71.81667
Thasra,22.8,73.21667
Tharad,24.39611,71.62667
Than,22.56667,71.18333
Tankara,22.66667,70.73333
Talaja,21.35,72.05
Surendranagar,22.7,71.68333
Surat,21.16667,72.83333
Songadh,21.16667,73.56667
Sojitra,22.55,72.71667
Sinor,21.91667,73.33333
Sikka,22.43333,69.83333
Sihor,21.7,71.96667
Siddhapur,23.91667,72.38333
Shivrajpur,22.41667,73.65
Shahpur,22.15,70.76667
Sayla,22.55,71.46667
Sarkhej,22.98333,72.5
Sankheda,22.16667,73.58333
Sanand,22.98333,72.38333
Salaya,22.31667,69.6
Sachin,21.08333,72.88333
Roha,23.2,69.26667
Rapar,23.56667,70.63333
Ranavav,21.68417,69.74083
Rajula,21.05,71.43333
Rajpipla,21.86667,73.5
Rajkot,22.3,70.78333
Radhanpur,23.83333,71.6
Porbandar,21.64219,69.60929
Petlad,22.46667,72.8
Patan,23.83333,72.11667
Parnera,20.55,72.95
Pardi,20.51667,72.95
Paliyad,22.25,71.56667
Palitana,21.51667,71.83333
Palanpur,24.16667,72.43333
Padra,22.23333,73.08333
Paddhari,22.43333,70.6
Olpad,21.33333,72.75
Okha,22.46944,69.06056
Naroda,23.08333,72.66667
Naliya,23.26667,68.83333
Nadiad,22.7,72.86667
Mundra,22.85,69.73333
Morwa,22.9,73.83333
Morbi,22.81667,70.83333
Modasa,23.46667,73.3
Mendarda,21.31667,70.43333
Meghraj,23.5,73.5
Mansa,23.43333,72.66667
Mangrol,21.11667,70.11667
Mandvi,22.83333,69.36667
Mandvi,21.25,73.3
Mandal,23.3,71.91667
Manavadar,21.5,70.13333
Malpur,23.35,73.45
Mahudha,22.81667,72.93333
Mahemdavad,22.83333,72.76667
Lunavada,23.13333,73.61667
Limbdi,22.56667,71.8
Lathi,21.71667,71.38333
Lalpur,22.2,69.96667
Lakhtar,22.85,71.78333
Kutiyana,21.62333,69.98167
Kundla,21.33333,71.3
Kosamba,21.48333,72.95
Kodinar,20.79028,70.70306
Kheralu,23.88333,72.61667
Khed Brahma,24.03333,73.05
Kheda,22.75,72.68333
Khambhat,22.3,72.61667
Khambhaliya,22.20722,69.66833
Keshod,21.3,70.25
Kawant,22.1,74.05
Katpur,21.05,71.78333
Kathor,21.3,72.93333
Karamsad,22.55,72.9
Kapadvanj,23.01667,73.06667
Kanodar,24.1,72.38333
Kandla,23.03333,70.21667
Kalol,22.6,73.45
Kalavad,22.21667,70.38333
Kadod,21.21667,73.23333
Kadi,23.3,72.33333
Junagadh,21.51667,70.46667
Jodiya Bandar,22.71667,70.28333
Jodhpur,21.88333,70.03333
Jetpur,22.35,73.83333
Jetpur,21.73333,70.61667
Jetalsar,21.7,70.58333
Jasdan,22.03333,71.2
Jamnagar,22.46667,70.06667
Jambusar,22.05,72.8
Jalalpur,20.96667,72.9
Himatnagar,23.6,72.95
Harij,23.7,71.9
Hansot,21.58333,72.8
Halvad,23.01667,71.18333
Halol,22.5,73.46667
Gondal,21.96667,70.8
Godhra,22.75,73.63333
Gariadhar,21.53333,71.58333
Gandevi,20.81667,72.98333
Gadhada,21.96667,71.56667
Dwarka,22.23944,68.96778
Dungarpur,21.28333,71.73333
Disa,24.25,72.16667
Dhrol,22.56667,70.41667
Dhrangadhra,22.98333,71.46667
Dhoraji,21.73333,70.45
Dholka,22.71667,72.46667
Dhola,21.88333,71.78333
Dhari,21.33333,71.01667
Dharampur,20.53333,73.18333
Dhanera,24.51667,72.01667
Dhandhuka,22.36667,71.98333
Devgadh Bariya,22.7,73.9
Delvada,20.76667,71.03333
Damnagar,21.7,71.51667
Dakor,22.75,73.15
Dahod,22.83333,74.26667
Dahegam,23.16667,72.81667
Dabhoi,22.18333,73.43333
Chotila,22.41667,71.18333
Chikhli,20.75,73.06667
Chhota Udepur,22.31667,74.01667
Chhala,23.3,72.76667
Chanasma,23.71667,72.11667
Chalala,21.41667,71.16667
Chaklasi,22.65,72.93333
Botad,22.16667,71.66667
Borsad,22.41667,72.9
Bilkha,21.43333,70.6
Bhuj,23.26667,69.66667
Bhayavadar,21.85,70.25
Bhavnagar,21.76667,72.15
Bharuch,21.7,72.96667
Bhanvad,21.92639,69.77361
Bhachau,23.28333,70.35
Bedi,22.5,70.05
Bardoli,21.11667,73.11667
Bantva,21.48639,70.06889
Bagasra,21.48333,70.95
Babra,21.85,71.3
Ankleshwar,21.6,73
Anjar,23.13333,70.01667
Anand,22.56667,72.93333
Amroli,21.3,72.85
Amreli,21.61667,71.23333
Amod,21.98333,72.9
Ahwa,20.75,73.68333
Ahmadabad,23.03333,72.61667
Adalaj,23.16667,72.58333
Vapi,20.37175,72.90493
Jhulasan,23.3286,72.47314
