Wer,27,77.16667
Uniara,26.15,75.21667
Udpura,24.71667,75.96667
Udaipur,27.71667,75.48333
Udaipur,24.57117,73.69183
Tonk,26.16667,75.78333
Toda Raisingh,26.01667,75.48333
Toda Bhim,26.91667,76.81667
Tijara,27.93333,76.85
Taranagar,28.6709,75.0351
Takhatgarh,25.33333,73
Suratgarh,29.31667,73.9
Surajgarh,28.3124,75.7347
Sunel,24.36667,75.96667
Suket,24.65,76.03333
Sri Madhopur,27.46667,75.6
Sri Karanpur,29.84194,73.45417
Sri Dungargarh,28.08333,74.01667
Sojat,25.91667,73.66667
Siwana,25.63333,72.41667
Sirohi,24.88333,72.86667
Sikar,27.61667,75.15
Sheoganj,25.15,73.06667
Shahpura,27.38333,75.96667
Shahpura,25.63333,74.93333
Sawai Madhopur,25.98333,76.36667
Sarwar,26.06667,75
Sardarshahr,28.43333,74.48333
Sangod,24.91667,76.28333
Sanchor,24.75528,71.77222
Samdari,25.81667,72.58333
Sambhar,26.91667,75.2
Salumbar,24.13333,74.05
Sadri,25.18333,73.43333
Ringas,27.35,75.56667
Rawatsar,29.28333,74.38333
Rawatbhata,24.93333,75.58333
Ratangarh,28.08333,74.6
Rani,25.36667,73.3
Ramgarh,27.25,75.18333
Ramganj Mandi,24.65,75.93333
Rajsamand,25.06667,73.88333
Rajgarh,28.63333,75.38333
Rajgarh,27.23333,76.63333
Rajaldesar,28.03333,74.46667
Raisinghnagar,29.53583,73.44917
Raipur,26.05,74.01667
Pushkar,26.5,74.55
Pratapgarh,24.03333,74.78333
Pokaran,26.91667,71.91667
Pirawa,24.16667,76.03333
Pipar,26.38556,73.53778
Pindwara,24.8,73.06667
Pilibangan,29.45,74.08333
Pilani,28.3684,75.6041
Phulera,26.86667,75.23333
Phalodi,27.13333,72.36667
Parvatsar,26.88333,74.76667
Partapur,23.6,74.16667
Pali,25.76667,73.33333
Padampur,29.68333,73.61667
Nokha,27.6,73.41667
Nohar,29.18333,74.76667
Nim ka Thana,27.73333,75.8
Nimbahera,24.61667,74.68333
Nimaj,26.14972,74
Nawalgarh,27.85,75.26667
Nawai,26.35,75.91667
Nawa,27.01667,75
Nathdwara,24.93333,73.81667
Nasirabad,26.3,74.73333
Naraina,26.78333,75.2
Napasar,27.96667,73.55
Nainwa,25.76667,75.85
Nagaur,27.2,73.73333
Nagar,27.43333,77.1
Nadbai,27.23333,77.2
Mundwa,27.06667,73.81667
Merta,26.65,74.03333
Manohar Thana,24.23333,76.8
Manoharpur,27.3,75.95
Mangrol,25.33333,76.51667
Mandawar,27.86667,76.55
Mandalgarh,25.2,75.1
Mandal,25.45,74.56667
Malpura,26.28333,75.38333
Makrana,27.05,74.71667
Mahwah,27.05,76.93333
Losal,27.4,74.91667
Lalsot,26.56667,76.33333
Lakheri,25.66667,76.16667
Ladnun,27.65,74.38333
Lachhmangarh Sikar,27.81667,75.03333
Kushalgarh,23.16667,74.45
Kumher,27.31667,77.36667
Kuchera,26.98389,73.97194
Kuchaman,27.15,74.85
Kot Putli,27.71667,76.2
Kota,25.18333,75.83333
Kishangarh,27.81667,76.71667
Kishangarh,26.56667,74.86667
Khetri,27.98333,75.8
Khanpur,24.71667,76.38333
Khandela,27.6,75.5
Keshorai Patan,25.3,75.93333
Kekri,25.96667,75.15
Karauli,26.5,77.01667
Kapren,25.41667,76.06667
Kanor,24.43333,74.26667
Kaman,27.65,77.26667
Jodhpur,26.28667,73.03
Jobner,26.96667,75.38333
Jhunjhunun,28.1307,75.4014
Jhalrapatan,24.55,76.16667
Jhalawar,24.6,76.15
Jalor,25.35,72.61667
Jaitaran,26.20306,73.93639
Jaisalmer,26.91468,70.91808
Jahazpur,25.61667,75.28333
Hindaun,26.71667,77.01667
Hanumangarh,29.58333,74.31667
Gulabpura,25.9,74.66667
Govindgarh,27.5,76.98333
Gangapur,26.48333,76.71667
Gangapur,25.21667,74.26667
Ganganagar,29.91667,73.88333
Galiakot,23.51667,74
Fatehpur,27.98333,74.95
Dungarpur,23.83333,73.71667
Dig,27.46667,77.33333
Didwana,27.4,74.56667
Dhaulpur,26.7,77.9
Devli,25.75,75.38333
Devgarh,25.53333,73.9
Deshnoke,27.8,73.35
Dausa,26.88333,76.33333
Dariba,24.95,74.13333
Churu,28.3,74.95
Chittaurgarh,24.88333,74.63333
Chirawa,28.2401,75.6456
Chhoti Sadri,24.38333,74.7
Chhapar,27.81667,74.4
Chhabra,24.66667,76.83333
Chechat,24.76667,75.88333
Chatsu,26.6,75.95
Bundi,25.44167,75.64167
Bissau,28.25,75.08333
Bilara,26.17917,73.70556
Bikaner,28.01667,73.3
Bhinmal,25,72.25
Bhindar,24.5,74.18333
Bhilwara,25.35,74.63333
Bhasawar,27.03333,77.03333
Bharatpur,27.21667,77.48333
Bhadra,29.11667,75.16667
Bhadasar,28.28333,74.31667
Behror,27.88333,76.28333
Begun,24.98333,75
Beawar,26.1,74.31667
Bayana,26.9,77.28333
Baswa,27.15,76.58333
Basni,27.16667,73.65
Basi,26.83333,76.03333
Barmer,25.75,71.38333
Bari Sadri,24.41667,74.46667
Bari,26.65,77.6
Baran,25.1,76.51667
Banswara,23.55,74.45
Bandikui,27.05,76.56667
Balotra,25.83333,72.23333
Bali,25.18333,73.28333
Bakani,24.28333,76.23333
Bagar,28.1874,75.5005
Asind,25.73333,74.33333
Anupgarh,29.19111,73.20861
Anta,25.15,76.3
Amet,25.3,73.93333
Alwar,27.56667,76.6
Aklera,24.41667,76.56667
Ajmer,26.45,74.63333
Abu Road,24.48333,72.78333
Abu,24.6,72.7
Borkhera,25.52083,75.64139
Abhaneri,27.00743,76.6076
Kotputli,27.70148,76.19917
Bhiwadi,28.21024,76.86056
