Vayalar,9.7,76.33333
Varkkallai,8.7341,76.70671
Valapattanam,11.9,75.36667
Vaikam,9.76667,76.4
Trichur,10.51667,76.21667
Tiruvalla,9.38333,76.56667
Tirur,10.9,75.91667
Tellicherry,11.75,75.53333
Taliparamba,12.05,75.35
Shoranur,10.76667,76.28333
Shertallai,9.7,76.33333
Quilon,8.88333,76.6
Punalur,9,76.93333
Ponnani,10.76667,75.9
Piravam,9.86667,76.5
Perumpavur,10.13333,76.48333
Payyannur,12.1,75.2
Pathanamthitta,9.26667,76.78333
Paravur,8.78333,76.7
Pappinisseri,11.95,75.35
Palghat,10.78333,76.65
Ottappalam,10.76667,76.38333
Nileshwar,12.25,75.1
Neyyattinkara,8.4,77.08333
Nedumangad,8.6,77
Nadapuram,11.7,75.66667
Muvattupula,9.96667,76.58333
Munnar,10.1,77.06667
Mulappilangad,11.8,75.45
Mavur,11.26667,75.91667
Mavelikara,9.26667,76.55
Mattanur,11.91667,75.58333
Mannarakkat,10.98333,76.46667
Manjeshwara,12.7,74.88333
Manjeri,11.11667,76.11667
Malappuram,11.06667,76.06667
Mahe,11.7,75.53333
Kunnamkulam,10.65,76.08333
Kunnamangalam,11.31667,75.88333
Calicut,11.25,75.76667
Kovalam,8.36667,76.99667
Kottayam,9.58333,76.51667
Kotamangalam,10.06667,76.63333
Kodungallur,10.21667,76.21667
Kizhake Chalakudi,10.3,76.35
Kayankulam,9.18333,76.5
Kasaragod,12.5,75
Kannangad,12.30814,75.10632
Kalpetta,11.61056,76.08222
Irinjalakuda,10.33333,76.23333
Idukki,9.85,76.96667
Guruvayur,10.6,76.05
Ferokh,11.18333,75.85
Erattupetta,9.7,76.78333
Elur,10.06667,76.28333
Dharmadam,11.78333,75.43333
Cochin,9.96667,76.23333
Chittur,10.7,76.75
Chengannur,9.33333,76.63333
Chelakara,10.7,76.35
Chavakkad,10.53333,76.05
Changanacheri,9.46667,76.55
Cannanore,11.86752,75.35763
Beypore,11.18333,75.81667
Badagara,11.6,75.58333
Attingal,8.68333,76.83333
Arukutti,9.86667,76.35
Angamali,10.2,76.4
Alwaye,10.11667,76.35
Alleppey,9.49004,76.3264
Adur,9.16667,76.73333
Aluva,10.10764,76.35158
Muvattupuzha,9.97985,76.57381
Perumbavoor,10.10695,76.47366
Palackattumala,9.74356,76.6294
