Udaigiri,20.13333,84.38333
Titlagarh,20.3,83.15
Tarabha,20.73333,83.65
Talcher,20.95,85.21667
Sundargarh,22.11667,84.03333
Soro,21.28806,86.68583
Sorada,19.75,84.43333
Sonepur,20.83333,83.91667
Sambalpur,21.45,83.96667
Rengali,21.63333,84.05
Remuna,21.52611,86.87222
Rambha,19.51667,85.1
Purushottampur,19.53333,84.88333
Puri,19.8,85.85
Polasara,19.7,84.81667
Pipili,20.11667,85.83333
Phulabani,20.46667,84.23333
Patnagarh,20.71667,83.15
Patamundai,20.56667,86.56667
Paradip Garh,20.31667,86.61667
Padampur,20.98333,83.06667
Nimaparha,20.06667,86.01667
Nilgiri,21.45806,86.76694
Nayagarh,20.13333,85.1
Kuchaiburi,22.26667,86.16667
Koraput,18.81667,82.71667
Konarka,19.9,86.11667
Kodala,19.63333,84.95
Kochinda,21.73333,84.35
Kiri Buru,22.08333,85.35
Khurda,20.18333,85.61667
Kharhial,20.28333,82.76667
Khallikot,19.61667,85.08333
Kesinga,20.2,83.23333
Kendraparha,20.5,86.41667
Kantilo,20.35,85.18333
Kantabanji,20.48333,82.91667
Kamakhyanagar,20.93333,85.55
Kaintaragarh,20.71667,84.53333
Jharsuguda,21.85,84.03333
Jaypur,18.85,82.58333
Jatani,20.16667,85.7
Jaleshwar,21.81667,87.21667
Jajpur,20.85,86.33333
Jagatsinghapur,20.26667,86.16667
Hirakud,21.51667,83.86667
Hinjilikatu,19.48333,84.75
Gunupur,19.08333,83.81667
Gudari,19.35,83.78333
Gopalpur,19.26667,84.91667
Digapahandi,19.36667,84.58333
Dhenkanal,20.66667,85.6
Deogarh,21.53333,84.73333
Daitari,21.1,85.75
Cuttack,20.46497,85.87927
Chitrakonda,18.11667,82.08333
Chikitigarh,19.2,84.61667
Chatrapur,19.35,84.98333
Chandbali,20.78333,86.76667
Burla,21.5,83.86667
Buguda,19.81667,84.8
Brajarajnagar,21.81667,83.91667
Brahmapur,19.31667,84.78333
Bolanikhodan,22.1,85.31667
Birmitrapur,22.4,84.76667
Binika,21.03333,83.8
Bhuban,20.88333,85.83333
Bhawanipatna,19.9,83.16667
Bhanjanagar,19.93333,84.58333
Bhadrakh,21.05278,86.52
Belaguntha,19.88333,84.65
Bauda,20.83333,84.31667
Basudebpur,21.13528,86.73861
Barpali,21.2,83.58333
Bargarh,21.33333,83.61667
Banposh,22.25,84.8
Banki,20.38333,85.53333
Banapur,19.78333,85.18333
Balugaon,20.16667,85.1
Balimela,18.25,82.13333
Balasore,21.49417,86.93167
Balangir,20.71667,83.48333
Bada Barabil,22.11667,85.4
Athagarh,20.53333,85.61667
Asika,19.6,84.65
Angul,20.85,85.1
Barbil,21.65685,85.64349
