"Gangtok"," 27.33333"," 88.61667"
"Calcutta"," 22.56972"," 88.36972"
"Lucknow"," 26.85"," 80.91667"
"Agartala"," 23.83639"," 91.275"
"Chennai"," 13.08784"," 80.27847"
"Jaipur"," 26.91667"," 75.81667"
"Chandigarh",30.7343,76.7933
"Bhubaneshwar"," 20.23333"," 85.83333"
"Kohima"," 25.66667"," 94.11667"
"Aizawl"," 23.73333"," 92.71667"
"Shillong"," 25.56892"," 91.88313"
"Imphal"," 24.81667"," 93.95"
"Mumbai"," 19.01441"," 72.84794"
"Bhopal"," 23.26667"," 77.4"
"Thiruvananthapuram"," 8.48333"," 76.91667"
"Bengalore"," 12.97623"," 77.60329"
"Srinagar"," 34.08333"," 74.81667"
"Shimla"," 31.1"," 77.16667"
"Chandigarh",30.7343,76.7933
"Gandhinagar"," 23.21667"," 72.68333"
"Panaji"," 15.48333"," 73.83333"
"Patna"," 25.6"," 85.11667"
"Dispur",26.1425,97.18889
"Itanagar"," 27.1"," 93.61667"
"Hyderabad"," 17.37528"," 78.47444"
"Raipur"," 21.23333"," 81.63333"
"Ranchi"," 23.35"," 85.33333"
"Dehra Dun"," 30.31667"," 78.03333"
