Topchanchi,23.9,86.2
Sini,22.8,85.96667
Simdega,22.61667,84.51667
Sijua,23.78333,86.31667
Sarubera,23.81667,86
Saraikela,22.71667,85.95
Sahibganj,25.25,87.65
Ray,23.68333,85.05
Ramgarh,23.63333,85.51667
Pathardih,23.66667,86.43333
Noamundi,22.15,85.53333
Nirsa,23.78333,86.71667
Netarhat,23.48333,84.26667
Mushabani,22.51667,86.45
Mugma,23.76667,86.73333
Manoharpur,22.38333,85.2
Malkera,23.78333,86.3
Madhupur,24.25,86.65
Lohardaga,23.43333,84.68333
Latehar,23.75,84.5
Kuju,23.71667,85.5
Kodarma,24.46667,85.6
Khunti,23.08333,85.28333
Kharsawan,22.8,85.83333
Kenduadih,23.78333,86.38333
Katras,23.8,86.28333
Kanke,23.43333,85.31667
Kandra,22.85,86.05
Kalikapur,22.61667,86.28333
Jumri Tilaiya,24.43333,85.51667
Jharia,23.75,86.4
Jasidih,24.51667,86.65
Jamtara,23.95,86.8
Jamshedpur,22.8,86.18333
Jamadoba,23.71667,86.4
Jagannathpur,22.23333,85.65
Husainabad,24.53333,84.01667
Hesla,24.06667,85.88333
Hazaribag,23.98333,85.35
Gumia,23.78333,85.81667
Gopinathpur,22.65,86.06667
Gomoh,23.86667,86.16667
Godda,24.83333,87.21667
Gobindpur,23.83333,86.51667
Gobindpur,22.63333,86.06667
Giridih,24.18333,86.3
Ghatsila,22.6,86.48333
Garwa,24.18333,83.81667
Dumka,24.26667,87.25
Dugda,23.75,86.16667
Dhanwar,24.41667,85.98333
Dhanbad,23.8,86.45
Daltenganj,24.03333,84.06667
Chiria,22.3,85.26667
Chatra,24.21667,84.86667
Chas,23.63333,86.16667
Chandil,22.96667,86.05
Chakulia,22.48333,86.71667
Chakradharpur,22.7,85.63333
Chaibasa,22.56667,85.81667
Bundu,23.18333,85.58333
Bokaro,23.78333,85.96667
Bhojudih,23.63333,86.45
Barwadih,23.83333,84.11667
Barki Saria,24.16667,85.88333
Barka Kana,23.61667,85.48333
patamda,24.3,85.41667
Bagra,23.73333,86.31667
