Tarn Taran,31.45,74.92528
Talwara,31.94861,75.86667
Talwandi Bhai,30.85,74.93333
Sunam,30.13333,75.8
Sultanpur,31.21528,75.19972
Sirhind,30.64556,76.3825
Sham Churasi,31.49972,75.74944
Shahkot,31.0775,75.33722
Sardulgarh,29.7,75.25
Sangrur,30.23333,75.83333
Sanaur,30.3025,76.45528
Samrala,30.83667,76.18972
Rupnagar,30.96639,76.53306
Rampura,30.25,75.23333
Ram Das,31.96611,74.90472
Rajpura,30.48306,76.595
Raja Sansi,31.71917,74.79778
Raikot,30.65,75.6
Rahon,31.05,76.11667
Qadian,31.81778,75.39194
Phillaur,31.02917,75.78417
Phagwara,31.21778,75.76944
Patti,31.28083,74.85722
Patiala,30.32667,76.40028
Pathankot,32.28333,75.65
Nurpur Kalan,31.16667,76.48333
Nurmahal,31.09639,75.59667
Nawashahr,31.11667,76.13333
Nangal,31.36667,76.38333
Nakodar,31.12583,75.47333
Nabha,30.37472,76.14861
Morinda,30.79194,76.49639
Muktsar,30.48333,74.51667
Mukerian,31.95056,75.61583
Moga,30.8,75.16667
Maur,30.08333,75.25
Mansa,29.98333,75.38333
Maler Kotla,30.51667,75.88333
Malaut,30.21667,74.48333
Makhu,31.10333,74.99778
Majitha,31.75833,74.95444
Machhiwara,30.91472,76.19833
Ludhiana,30.9,75.85
Laungowal,30.21667,75.68333
Kot Isa Khan,30.95,75.13333
Khem Karan,31.14278,74.56667
Kharar,30.74444,76.64778
Khanna,30.70444,76.22306
Khamanon,30.81861,76.35083
Kartarpur,31.44,75.49972
Kapurthala,31.37944,75.38472
Kalanaur,32.01667,75.15
Jalandhar,31.32556,75.57917
Jandiala Guru,31.56139,75.02667
Jandiala,31.16667,75.61667
Jalalabad,30.61667,74.25
Jaito,30.46667,74.88333
Jagraon,30.78333,75.48333
Hoshiarpur,31.53222,75.91722
Hariana,31.63778,75.84083
Hajipur,31.97556,75.75778
Guru Har Sahai,30.71667,74.41667
Giddarbaha,30.2,74.66667
Ghanaur,30.33222,76.60722
Garhshankar,31.21667,76.13333
Garhdiwala,31.7325,75.75056
Firozpur,30.91667,74.6
Fazilka,30.4,74.03333
Fatehgarh Churian,31.86207,74.95534
Faridkot,30.66667,74.75
Doraha,30.81667,76.01667
Dirba,30.06667,75.98333
Dinanagar,32.15,75.46667
Dhuri,30.36667,75.86667
Dhilwan,31.51694,75.35
Dhariwal,31.95417,75.31917
Dhanaula,30.28333,75.58333
Dera Nanak,32.03733,75.02787
Dasua,31.81833,75.65972
Budhlada,29.93333,75.56667
Bholath,31.53278,75.50222
Bhogpur,31.55,75.6325
Bhikhi,30.06667,75.53333
Bhawanigarh,30.26667,76.035
Bhatinda,30.2,74.95
Bhadaur,30.48333,75.31667
Begowal,31.61667,75.51667
Batala,31.81861,75.20278
Basi,30.69167,76.39861
Basi,30.5888,76.8456
Barnala,30.38333,75.55
Banur,30.55556,76.71833
Banga,31.18694,75.99222
Balachor,31.06667,76.31667
Bakloh,32.46667,75.91667
Bagha Purana,30.68333,75.1
Badhni Kalan,30.68333,75.28333
Anandpur Sahib,31.25,76.5
Amritsar,31.63306,74.86556
Amloh,30.6084,76.2319
Alawalpur,31.43278,75.65083
Akalgarh,29.81667,75.88333
Ajnala,31.8425,74.75889
Abohar,30.15,74.18333
Chima,30.6854,76.0863
Adampur,31.43278,75.7175
Mohali,30.67995,76.72211
Kotkapura,30.5819,74.83298
Zira,30.96853,74.99106
