Yol,32.16667,76.2
Una,31.48333,76.28333
Tira Sujanpur,31.83333,76.5
Theog,31.11667,77.35
Sundarnagar,31.53333,76.88333
Solan,30.91667,77.11667
Seoni,31.24361,77.12306
Sarka Ghat,31.7,76.73333
Sarahan,31.51667,77.8
Santokhgarh,31.36667,76.31667
Sabathu,30.97194,76.99333
Rohru,31.21667,77.75
Rampur,31.45,77.63333
Rajgarh,30.85,77.3
Paonta Sahib,30.45,77.61667
Pandoh,31.68333,77.05
Palampur,32.11667,76.53333
Nalagarh,31.05,76.71667
Nahan,30.55,77.3
Nagrota,32.05,76.08333
Nagar,32.11667,77.16667
Nadaun,31.78333,76.35
Mandi,31.71667,76.91667
Manali,32.26667,77.16667
Kyelang,32.58333,77.03333
Kulu,31.96667,77.1
Kot Khai,31.11667,77.53333
Kasauli,30.89889,76.96472
Kangra,32.1,76.26667
Kalka,30.83444,76.93333
Jutogh,31.1,77.11667
Jubbal,31.11667,77.66667
Jogindarnagar,31.98333,76.76667
Jawala Mukhi,31.88333,76.31667
Hamirpur,31.68333,76.51667
Ghamarwin,31.45,76.71667
Gagret,31.66667,76.06667
Dharmsala,32.21667,76.31667
Dera Gopipur,31.9,76.21667
Daulatpur,32.06667,76.25
Daulatpur,31.79778,75.98472
Dalhousie,32.53333,75.98333
Dagshai,30.88333,77.05
Chuari Khas,32.43333,76.01667
Chaupal,30.95,77.58333
Chamba,32.56667,76.13333
Bilaspur,31.33333,76.75
Banjar,31.63333,77.35
Arki,31.15,76.96667
Chowari,32.4319,76.012
Baddi,30.95783,76.79136
Parwanoo,30.83716,76.96142
