Waris Aliganj,25.01667,85.63333
Thakurganj,26.45,88.13333
Tekari,24.93333,84.83333
Teghra,25.48333,85.95
Supaul,26.11667,86.6
Siwan,26.21667,84.36667
Sitamarhi,26.6,85.48333
Silao,25.08333,85.41667
Sherghati,24.56667,84.78333
Sheohar,26.51667,85.3
Shaikhpura,25.15,85.85
Shahpur,25.58333,84.45
Samastipur,25.85,85.78333
Saharsa,25.88333,86.6
Sagauli,26.78333,84.73333
Rusera,25.75,86.03333
Revelganj,25.78333,84.66667
Reoti,25.85,84.38333
Raxaul,26.98333,84.85
Ramnagar,27.16667,84.31667
Rajgir,25.03333,85.41667
Raghunathpur,25.63333,87.9
Rafiganj,24.81667,84.65
Qasba,25.85,87.55
Purnia,25.78333,87.46667
Pupri,26.48333,85.71667
Piro,25.33333,84.41667
Nirmali,26.31667,86.58333
Nawada,24.88333,85.53333
Naugachhia,25.4,87.1
Nasriganj,25.05,84.33333
Nabinagar,24.61667,84.11667
Muzaffarpur,26.11667,85.4
Murliganj,25.9,86.98333
Munger,25.38333,86.46667
Motihari,26.65,84.91667
Mokama,25.4,85.91667
Mohiuddinnagar,25.58333,85.66667
Masaurhi Buzurg,25.35,85.03333
Marhaura,25.96667,84.86667
Manihari,25.35,87.63333
Maner,25.65,84.88333
Mairwa,26.23333,84.15
Maharajganj,26.11667,84.48333
Madhubani,26.36667,86.08333
Madhipura,25.91667,86.78333
Luckeesarai,25.18333,86.08333
Lalganj,25.86667,85.18333
Koelwar,25.58333,84.8
Koath,25.31667,84.26667
Khusropur,25.46667,85.38333
Kharagpur,25.11667,86.55
Khagaul,25.58333,85.05
Khagaria,25.5,86.48333
Katihar,25.53333,87.58333
Jhanjharpur,26.26667,86.28333
Jha Jha,24.76667,86.36667
Jaynagar,26.58333,86.15
Jamui,24.91667,86.21667
Jamalpur,25.3,86.5
Jahanabad,25.21667,84.98333
Jagdispur,25.48333,84.41667
Islampur,25.15,85.2
Hisua,24.83333,85.41667
Hilsa,25.31667,85.28333
Hajipur,25.68333,85.21667
Gopalganj,26.46667,84.43333
Gaya,24.78333,85
Forbesganj,26.3,87.25
Fatwa,25.51667,85.31667
Dumraon,25.55,84.15
Dumra,26.56667,85.51667
Dighwara,25.73333,85
Dhaka,26.68333,85.16667
Dehri,24.86667,84.18333
Daudnagar,25.03333,84.4
Darbhanga,26.16667,85.9
Danapur,25.63333,85.05
Dalsingh Sarai,25.66667,85.83333
Colgong,25.26667,87.21667
Chhatapur,26.21667,87.01667
Chakia,26.41667,85.05
Buxar,25.58333,83.98333
Bodh Gaya,24.7,84.98333
Birpur,26.51667,87.01667
Bikramganj,25.2,84.25
Bihar Sharif,25.18333,85.51667
Bihariganj,25.73333,86.98333
Bhagalpur,25.25,87
Bhabua,25.05,83.61667
Bettiah,26.8,84.5
Belsand,26.45,85.4
Begusarai,25.41667,86.13333
Baruni,25.48333,85.98333
Bariarpur,25.3,86.58333
Barhiya,25.28333,86.03333
Barh,25.48333,85.71667
Bar Bigha,25.21667,85.73333
Barauli,26.4,84.58333
Bansdih,25.88333,84.21667
Banmankhi,25.88333,87.18333
Banka,24.88333,86.91667
Bakhtiyarpur,25.46667,85.51667
Bairagnia,26.75,85.28333
Bahadurganj,26.26667,87.81667
Bagaha,27.1,84.08333
Aurangabad,24.75,84.36667
Asarganj,25.15,86.68333
Araria,26.15,87.51667
Ara,25.56667,84.66667
Amarpur,25.03333,86.9
