Uttarkashi,30.73333,78.45
Tehri,30.38333,78.48333
Tanakpur,29.08333,80.11667
Sultanpur,29.75,78.11667
Srinagar,30.21667,78.78333
Sitarganj,28.93333,79.7
Rudraprayag,30.28333,78.98333
Roorkee,29.86667,77.88333
Rishikesh,30.11667,78.31667
Ranikhet,29.65,79.41667
Ramnagar,29.4,79.11667
Raiwala,30.01667,78.21667
Raipur,30.31667,78.1
Pithoragarh,29.58333,80.21667
Pipalkoti,30.43333,79.45
Pauri,30.15,78.78333
Narendranagar,30.16667,78.3
Naini Tal,29.39743,79.44686
Mussoorie,30.45,78.08333
Lohaghat,29.41667,80.1
Lansdowne,29.83333,78.68333
Laksar,29.76667,78.05
Kotdwara,29.75,78.53333
Kichha,28.91667,79.5
Khatima,28.91667,79.96667
Kashipur,29.21667,78.95
Kalagarh,29.5,78.75
Kaladhungi,29.28333,79.35
Joshimath,30.56667,79.56667
Jaspur,29.28333,78.81667
Herbertpur,30.45,77.73333
Haridwar,29.96667,78.16667
Haldwani,29.21667,79.51667
Dwarahat,29.78333,79.43333
Doiwala,30.18333,78.11667
Dogadda,29.8,78.61667
Dharchula,29.85,80.53333
Devaprayag,30.15,78.61667
Clement Town,30.26667,78.06667
Vikasnagar,30.46833,77.775
Champawat,29.33333,80.1
Chakrata,30.7,77.85
Birbhaddar,30.06667,78.28333
Bhowali,29.38333,79.51667
Bhim Tal,29.35,79.56667
Bazpur,29.15,79.11667
Barkot,30.81667,78.2
Bageshwar,29.85,79.76667
Almora,29.61667,79.66667
